39.5636015431477, 2.664853600514592
39.564301, 2.664853
39.563601, 2.663853
39.563001, 2.664853
39.564601, 2.665853
39.562601, 2.665853
39.563701, 2.664953
39.563101, 2.663953
39.565201, 2.664953
39.562101, 2.664253
39.563301, 2.663453
39.564701, 2.664053
39.562801, 2.663853
39.563801, 2.664053
39.565101, 2.665253
39.563201, 2.664453
39.564101, 2.663653
39.565401, 2.664653
39.562201, 2.663953
39.563501, 2.664753
39.564901, 2.665353
39.563401, 2.664653
39.564301, 2.665053
39.562701, 2.663753
39.563601, 2.664653
39.565201, 2.663853
39.564701, 2.663953
39.563701, 2.664553
39.565601, 2.664953
39.563901, 2.665253
39.562901, 2.664353
